name,score,smiles,inchikey,source,mw
Hydrocortisone butyrate,0.65,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BMCQMVFGOVHVNG-TUFAYURCSA-N,NAFLDkb_repositioning,432.56
Hydrocortisone cypionate,0.65,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,DLVOSEUFIRPIRM-KAQKJVHQSA-N,NAFLDkb_repositioning,486.65
Hydrocortisone phosphate,0.65,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,BGSOJVFOEQLVMH-VWUMJDOOSA-N,NAFLDkb_repositioning,442.45
Hydrocortisone probutate,0.65,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FOGXJPFPZOHSQS-AYVLZSQQSA-N,NAFLDkb_repositioning,488.62
Hydrocortisone valerate,0.65,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FZCHYNWYXKICIO-FZNHGJLXSA-N,NAFLDkb_repositioning,446.58
Hydroflumethiazide,0.65,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,DMDGGSIALPNSEE-UHFFFAOYSA-N,NAFLDkb_repositioning,331.3
Hydroxychloroquine,0.65,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,NAFLDkb_repositioning,335.88
Hydroxyprogesterone caproate,0.65,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,NAFLDkb_repositioning,428.61
Hydroxyzine,0.65,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,NAFLDkb_repositioning,374.91
INCB-9471,0.65,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,ZMCJFJZOSKEMOM-DNKZPPIMSA-N,NAFLDkb_repositioning,559.68
INO-1001,0.65,CS(=O)(=O)O.O=c1[nH]c2c(c3ccccc13)Cc1cc(S(=O)(=O)NCCCN3CCOCC3)ccc1-2,ICMWGKNAXGUKQN-UHFFFAOYSA-N,NAFLDkb_repositioning,535.64
Ibandronate,0.65,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N,NAFLDkb_repositioning,319.23
Ibrutinib,0.65,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-GOSISDBHSA-N,NAFLDkb_repositioning,440.51
Ibudilast,0.65,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,ZJVFLBOZORBYFE-UHFFFAOYSA-N,NAFLDkb_repositioning,230.31
Ibuprofen,0.65,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,NAFLDkb_repositioning,206.28
Ibutilide,0.65,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,ALOBUEHUHMBRLE-UHFFFAOYSA-N,NAFLDkb_repositioning,384.59
Iclaprim,0.65,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,HWJPWWYTGBZDEG-UHFFFAOYSA-N,NAFLDkb_repositioning,354.41
Icosapent,0.65,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,JAZBEHYOTPTENJ-JLNKQSITSA-N,NAFLDkb_repositioning,302.46
Icosapent ethyl,0.65,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,NAFLDkb_repositioning,330.51
Icotinib,0.65,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,QQLKULDARVNMAL-UHFFFAOYSA-N,NAFLDkb_repositioning,391.43
Idelalisib,0.65,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IFSDAJWBUCMOAH-HNNXBMFYSA-N,NAFLDkb_repositioning,415.43
Idronoxil,0.65,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,ZZUBHVMHNVYXRR-UHFFFAOYSA-N,NAFLDkb_repositioning,240.26
Ilepatril,0.65,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,FXKFFTMLFPWYFH-RDGPPVDQSA-N,NAFLDkb_repositioning,432.54
Iloprost,0.65,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,HIFJCPQKFCZDDL-ACWOEMLNSA-N,NAFLDkb_repositioning,360.49
Imatinib,0.65,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,NAFLDkb_repositioning,493.62
Imexon,0.65,NC1=NC(=O)N2CC12,BIXBBIPTYBJTRY-UHFFFAOYSA-N,NAFLDkb_repositioning,111.1
Imipenem,0.65,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,NAFLDkb_repositioning,299.35
Imipramine,0.65,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,NAFLDkb_repositioning,280.42
Imiquimod,0.65,CC(C)Cn1cnc2c(N)nc3ccccc3c21,DOUYETYNHWVLEO-UHFFFAOYSA-N,NAFLDkb_repositioning,240.31
Imolamine,0.65,CCN(CC)CCn1c(-c2ccccc2)noc1=N,MGSPDRWOUCPKNZ-UHFFFAOYSA-N,NAFLDkb_repositioning,260.34
Implitapide,0.65,Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1,AMNXBQPRODZJQR-DITALETJSA-N,NAFLDkb_repositioning,531.7
Incadronic acid,0.65,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,LWRDQHOZTAOILO-UHFFFAOYSA-N,NAFLDkb_repositioning,287.19
Indapamide,0.65,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NAFLDkb_repositioning,365.84
Indeglitazar,0.65,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,YMPALHOKRBVHOJ-UHFFFAOYSA-N,NAFLDkb_repositioning,389.43
Indomethacin,0.65,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,NAFLDkb_repositioning,357.79
Inosine,0.65,O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,NAFLDkb_repositioning,268.23
Inosine 5'-sulfate,0.65,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H]1O,IGYLPKLXFDOQGM-KQYNXXCUSA-N,NAFLDkb_repositioning,348.29
Inositol,0.65,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,CDAISMWEOUEBRE-GPIVLXJGSA-N,NAFLDkb_repositioning,180.16
Inositol nicotinate,0.65,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,MFZCIDXOLLEMOO-GYSGTQPESA-N,NAFLDkb_repositioning,810.73
Ioversol,0.65,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,AMDBBAQNWSUWGN-UHFFFAOYSA-N,NAFLDkb_repositioning,807.11
Iproclozide,0.65,CC(C)NNC(=O)COc1ccc(Cl)cc1,GGECDTUJZOXAAR-UHFFFAOYSA-N,NAFLDkb_repositioning,242.71
Iproniazid,0.65,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,NAFLDkb_repositioning,179.22
Irbesartan,0.65,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,YOSHYTLCDANDAN-UHFFFAOYSA-N,NAFLDkb_repositioning,428.54
Irinotecan,0.65,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,UWKQSNNFCGGAFS-XIFFEERXSA-N,NAFLDkb_repositioning,586.69
Iroxanadine,0.65,c1cncc(C2=NC(CN3CCCCC3)CON2)c1,QWVRTSZDKPRPDF-UHFFFAOYSA-N,NAFLDkb_repositioning,260.34
Isocarboxazid,0.65,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,NAFLDkb_repositioning,231.26
Isoflavone,0.65,O=c1c(-c2ccccc2)coc2ccccc12,GOMNOOKGLZYEJT-UHFFFAOYSA-N,NAFLDkb_repositioning,222.24
Isoprenaline,0.65,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,NAFLDkb_repositioning,211.26
Isopropamide,0.65,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O,NAFLDkb_repositioning,353.53
Isosorbide dinitrate,0.65,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,NAFLDkb_repositioning,236.14
Isosorbide mononitrate,0.65,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,NAFLDkb_repositioning,191.14
Isotretinoin,0.65,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-XFYACQKRSA-N,NAFLDkb_repositioning,300.44
Isradipine,0.65,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,HMJIYCCIJYRONP-UHFFFAOYSA-N,NAFLDkb_repositioning,371.39
Itopride,0.65,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,QQQIECGTIMUVDS-UHFFFAOYSA-N,NAFLDkb_repositioning,358.44
Ivabradine,0.65,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,ACRHBAYQBXXRTO-OAQYLSRUSA-N,NAFLDkb_repositioning,468.59
Ivacaftor,0.65,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,NAFLDkb_repositioning,392.5
Ixazomib,0.65,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,MXAYKZJJDUDWDS-LBPRGKRZSA-N,NAFLDkb_repositioning,361.03
Josamycin,0.65,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,XJSFLOJWULLJQS-NGVXBBESSA-N,NAFLDkb_repositioning,828.01
KB-141,0.65,CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O,OZYQIQVPUZANTM-UHFFFAOYSA-N,NAFLDkb_repositioning,355.22
KD3010,0.65,C[C@@H]1CN(c2ccc(OC(F)(F)F)cc2)C[C@H](C)N1S(=O)(=O)c1cccc2c1CC(C(=O)O)C2.Cc1ccc(S(=O)(=O)O)cc1,SUTQDFLDQUPTKX-QVLMFNNZSA-N,NAFLDkb_repositioning,670.73
Kanamycin,0.65,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,NAFLDkb_repositioning,484.5
Ketamine,0.65,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,NAFLDkb_repositioning,237.73
Ketoprofen,0.65,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,NAFLDkb_repositioning,254.28
Ketorolac,0.65,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N,NAFLDkb_repositioning,255.27
Ketotifen,0.65,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,NAFLDkb_repositioning,309.43
L-Glutamine,0.65,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,NAFLDkb_repositioning,146.15
LGD2941,0.65,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,HWLLYFXDDGGHOE-BCSUUIJWSA-N,NAFLDkb_repositioning,394.32
LJP 1082,0.65,NC(CCC(=O)NC(CSCO)C(=O)NCC(=O)O)C(=O)O,PIUSLWSYOYFRFR-UHFFFAOYSA-N,NAFLDkb_repositioning,337.35
LX-2931,0.65,C/C(=N\O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,AMXVYJYMZLDINS-RSWLNLDNSA-N,NAFLDkb_repositioning,245.24
Labetalol,0.65,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,NAFLDkb_repositioning,328.41
Lacidipine,0.65,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,GKQPCPXONLDCMU-CCEZHUSRSA-N,NAFLDkb_repositioning,455.55
Lactitol,0.65,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N,NAFLDkb_repositioning,344.31
Lactose,0.65,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,GUBGYTABKSRVRQ-QKKXKWKRSA-N,NAFLDkb_repositioning,342.3
Lamotrigine,0.65,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,PYZRQGJRPPTADH-UHFFFAOYSA-N,NAFLDkb_repositioning,256.1
Larazotide,0.65,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O)C(C)C,ORFLZNAGUTZRLQ-ZMBVWFSWSA-N,NAFLDkb_repositioning,725.85
Lasofoxifene,0.65,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,GXESHMAMLJKROZ-IAPPQJPRSA-N,NAFLDkb_repositioning,413.56
